Rank,Team,Points,Conference,Change,Year,Season,Gender,Division,Description
55.0,MURRAY STATE,3.0,OVC,NR,2012,Outdoor Track,Women,I,FINAL - June 9th
55.0,HOUSTON,3.0,Conference USA,(LW: RV),2012,Outdoor Track,Women,I,FINAL - June 9th
55.0,TEXAS TECH,3.0,Big 12,▼1(LW: 54),2012,Outdoor Track,Women,I,FINAL - June 9th
55.0,NEW MEXICO,3.0,Mountain West,(LW: RV),2012,Outdoor Track,Women,I,FINAL - June 9th
55.0,CINCINNATI,3.0,Big East (1st Ed.),(LW: RV),2012,Outdoor Track,Women,I,FINAL - June 9th
60.0,MIAMI (OHIO),2.0,Mid-American,(LW: RV),2012,Outdoor Track,Women,I,FINAL - June 9th
60.0,BAYLOR,2.0,Big 12,▼22(LW: 38),2012,Outdoor Track,Women,I,FINAL - June 9th
60.0,MISSISSIPPI STATE,2.0,SEC,(LW: RV),2012,Outdoor Track,Women,I,FINAL - June 9th
63.0,BOSTON COLLEGE,1.0,ACC,(LW: RV),2012,Outdoor Track,Women,I,FINAL - June 9th
63.0,UMES,1.0,MEAC,NR,2012,Outdoor Track,Women,I,FINAL - June 9th
63.0,DUKE,1.0,ACC,▼47(LW: 16),2012,Outdoor Track,Women,I,FINAL - June 9th
63.0,COLUMBIA,1.0,Ivy League,NR,2012,Outdoor Track,Women,I,FINAL - June 9th
63.0,RICE,1.0,Conference USA,NR,2012,Outdoor Track,Women,I,FINAL - June 9th
63.0,NEBRASKA,1.0,Big Ten,▼31(LW: 32),2012,Outdoor Track,Women,I,FINAL - June 9th
,LSU,66.0,SEC,▲3(LW: 3),2012,Outdoor Track,Women,I,FINAL - June 9th
1.0,TEXAS A&M,55.0,Big 12,◀▶(LW: 1),2011,Outdoor Track,Men,I,FINAL - June 12th
2.0,FLORIDA STATE,54.0,ACC,▲6(LW: 8),2011,Outdoor Track,Men,I,FINAL - June 12th
3.0,FLORIDA,53.0,SEC,▼1(LW: 2),2011,Outdoor Track,Men,I,FINAL - June 12th
4.0,LSU,46.0,SEC,▲2(LW: 6),2011,Outdoor Track,Men,I,FINAL - June 12th
5.0,VIRGINIA TECH,36.0,ACC,▲5(LW: 10),2011,Outdoor Track,Men,I,FINAL - June 12th
6.0,STANFORD,29.0,Pac-12,▲2(LW: 8),2011,Outdoor Track,Men,I,FINAL - June 12th
7.0,ARIZONA,28.0,Pac-12,▲61(LW: 68),2011,Outdoor Track,Men,I,FINAL - June 12th
8.0,BYU,27.5,Mountain West,▲61(LW: 69),2011,Outdoor Track,Men,I,FINAL - June 12th
9.0,TEXAS TECH,26.0,Big 12,▲3(LW: 12),2011,Outdoor Track,Men,I,FINAL - June 12th
10.0,ARKANSAS,25.0,SEC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
10.0,OREGON,25.0,Pac-12,▼7(LW: 3),2011,Outdoor Track,Men,I,FINAL - June 12th
12.0,SOUTHERN CALIFORNIA,18.0,Pac-12,▼7(LW: 5),2011,Outdoor Track,Men,I,FINAL - June 12th
12.0,TEXAS,18.0,Big 12,▲5(LW: 17),2011,Outdoor Track,Men,I,FINAL - June 12th
12.0,ILLINOIS,18.0,Big Ten,▲15(LW: 27),2011,Outdoor Track,Men,I,FINAL - June 12th
12.0,LIBERTY,18.0,Big South,▲1(LW: 13),2011,Outdoor Track,Men,I,FINAL - June 12th
16.0,KANSAS STATE,16.0,Big 12,▲21(LW: 37),2011,Outdoor Track,Men,I,FINAL - June 12th
16.0,IONA,16.0,Metro Atlantic,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
18.0,KANSAS,14.0,Big 12,▼11(LW: 7),2011,Outdoor Track,Men,I,FINAL - June 12th
19.0,OLE MISS,13.0,SEC,▲26(LW: 45),2011,Outdoor Track,Men,I,FINAL - June 12th
20.0,WASHINGTON,11.0,Pac-12,▼5(LW: 15),2011,Outdoor Track,Men,I,FINAL - June 12th
20.0,OKLAHOMA,11.0,Big 12,▲7(LW: 27),2011,Outdoor Track,Men,I,FINAL - June 12th
20.0,PENN STATE,11.0,Big Ten,▲3(LW: 23),2011,Outdoor Track,Men,I,FINAL - June 12th
20.0,INDIANA,11.0,Big Ten,◀▶(LW: 20),2011,Outdoor Track,Men,I,FINAL - June 12th
20.0,MISSISSIPPI STATE,11.0,SEC,▼3(LW: 17),2011,Outdoor Track,Men,I,FINAL - June 12th
25.0,WASHINGTON STATE,10.0,Pac-12,▲8(LW: 33),2011,Outdoor Track,Men,I,FINAL - June 12th
25.0,VIRGINIA,10.0,ACC,▼2(LW: 23),2011,Outdoor Track,Men,I,FINAL - June 12th
25.0,ARIZONA STATE,10.0,Pac-12,▼21(LW: 4),2011,Outdoor Track,Men,I,FINAL - June 12th
25.0,ALABAMA,10.0,SEC,▼2(LW: 23),2011,Outdoor Track,Men,I,FINAL - June 12th
25.0,ILLINOIS STATE,10.0,Missouri Valley,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
25.0,CALIFORNIA,10.0,Pac-12,▼4(LW: 21),2011,Outdoor Track,Men,I,FINAL - June 12th
25.0,LOUISVILLE,10.0,Big East (1st Ed.),▼8(LW: 17),2011,Outdoor Track,Men,I,FINAL - June 12th
32.0,BAYLOR,9.0,Big 12,▲13(LW: 45),2011,Outdoor Track,Men,I,FINAL - June 12th
32.0,PRINCETON,9.0,Ivy League,▼9(LW: 23),2011,Outdoor Track,Men,I,FINAL - June 12th
34.0,ORAL ROBERTS,8.0,Summit League,▲26(LW: 60),2011,Outdoor Track,Men,I,FINAL - June 12th
34.0,DUKE,8.0,ACC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
34.0,UC IRVINE,8.0,Big West,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
37.0,UCLA,7.0,Pac-12,▲15(LW: 52),2011,Outdoor Track,Men,I,FINAL - June 12th
38.0,NEBRASKA,6.0,Big 12,▼22(LW: 16),2011,Outdoor Track,Men,I,FINAL - June 12th
38.0,CLEMSON,6.0,ACC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
40.0,NORTH CAROLINA,5.5,ACC,▲29(LW: 69),2011,Outdoor Track,Men,I,FINAL - June 12th
41.0,VILLANOVA,5.0,Big East (1st Ed.),NR,2011,Outdoor Track,Men,I,FINAL - June 12th
41.0,MISSOURI,5.0,Big 12,▼9(LW: 32),2011,Outdoor Track,Men,I,FINAL - June 12th
41.0,NEW MEXICO,5.0,Mountain West,▲14(LW: 55),2011,Outdoor Track,Men,I,FINAL - June 12th
41.0,USF,5.0,Big East (1st Ed.),▲11(LW: 52),2011,Outdoor Track,Men,I,FINAL - June 12th
41.0,KENTUCKY,5.0,SEC,▼28(LW: 13),2011,Outdoor Track,Men,I,FINAL - June 12th
46.0,WEBER STATE,4.0,Big Sky,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
46.0,NORTHERN ARIZONA,4.0,Big Sky,▼19(LW: 27),2011,Outdoor Track,Men,I,FINAL - June 12th
46.0,IOWA STATE,4.0,Big 12,▼19(LW: 27),2011,Outdoor Track,Men,I,FINAL - June 12th
46.0,IOWA,4.0,Big Ten,▲14(LW: 60),2011,Outdoor Track,Men,I,FINAL - June 12th
46.0,MARYLAND,4.0,ACC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
46.0,CENTRAL MICHIGAN,4.0,Mid-American,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
52.0,SOUTHEASTERN LOUISIANA,3.5,Southland,▼7(LW: 45),2011,Outdoor Track,Men,I,FINAL - June 12th
52.0,TEXAS STATE,3.5,Southland,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
54.0,PURDUE,3.0,Big Ten,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
54.0,BINGHAMTON,3.0,America East,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
54.0,BUCKNELL,3.0,Patriot,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
54.0,GEORGIA,3.0,SEC,▼14(LW: 40),2011,Outdoor Track,Men,I,FINAL - June 12th
58.0,WESTERN KENTUCKY,2.0,Sun Belt,▲2(LW: 60),2011,Outdoor Track,Men,I,FINAL - June 12th
58.0,SOUTHERN UTAH,2.0,Summit League,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
58.0,AKRON,2.0,Mid-American,▼3(LW: 55),2011,Outdoor Track,Men,I,FINAL - June 12th
58.0,DELAWARE STATE,2.0,MEAC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
58.0,SAM HOUSTON STATE,2.0,Southland,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
58.0,MEMPHIS,2.0,Conference USA,▼13(LW: 45),2011,Outdoor Track,Men,I,FINAL - June 12th
64.0,AIR FORCE,1.0,Mountain West,▼20(LW: 44),2011,Outdoor Track,Men,I,FINAL - June 12th
64.0,TENNESSEE,1.0,SEC,▼19(LW: 45),2011,Outdoor Track,Men,I,FINAL - June 12th
64.0,COLORADO,1.0,Big 12,▼27(LW: 37),2011,Outdoor Track,Men,I,FINAL - June 12th
64.0,MONTANA STATE,1.0,Big Sky,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
64.0,PENN,1.0,Ivy League,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
64.0,HOUSTON,1.0,Conference USA,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
64.0,UC SANTA BARBARA,1.0,Big West,▼19(LW: 45),2011,Outdoor Track,Men,I,FINAL - June 12th
64.0,MICHIGAN STATE,1.0,Big Ten,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,ARMY WEST POINT,0.0,Patriot,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,WESTERN CAROLINA,0.0,SoCon,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,UTSA,0.0,Southland,▲52(LW: 52),2011,Outdoor Track,Men,I,FINAL - June 12th
,WAKE FOREST,0.0,ACC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,VMI,0.0,Big South,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,NC STATE,0.0,ACC,▲60(LW: 60),2011,Outdoor Track,Men,I,FINAL - June 12th
,WISCONSIN,0.0,Big Ten,▲21(LW: 21),2011,Outdoor Track,Men,I,FINAL - June 12th
,SOUTHERN ILLINOIS,0.0,Missouri Valley,▲69(LW: 69),2011,Outdoor Track,Men,I,FINAL - June 12th
,NOTRE DAME,0.0,Big East (1st Ed.),▲75(LW: 75),2011,Outdoor Track,Men,I,FINAL - June 12th
,NORTHWESTERN STATE,0.0,Southland,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,CHARLOTTE,0.0,Atlantic 10,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,CORNELL,0.0,Ivy League,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,NORTHERN IOWA,0.0,Missouri Valley,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,CONNECTICUT,0.0,Big East (1st Ed.),NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,TEMPLE,0.0,Atlantic 10,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,UTEP,0.0,Conference USA,▲55(LW: 55),2011,Outdoor Track,Men,I,FINAL - June 12th
,UT ARLINGTON,0.0,Southland,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,TEXAS SOUTHERN,0.0,SWAC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,WICHITA STATE,0.0,Missouri Valley,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,WILLIAM & MARY,0.0,Colonial,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,SYRACUSE,0.0,Big East (1st Ed.),NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,STEPHEN F. AUSTIN,0.0,Southland,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,SOUTHERN MISS,0.0,Conference USA,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,MONMOUTH,0.0,Northeast,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,TCU,0.0,Mountain West,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,NORTH CAROLINA A&T,0.0,MEAC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,TULSA,0.0,Conference USA,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,KENNESAW STATE,0.0,Atlantic Sun,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,ALBANY,0.0,America East,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,RICHMOND,0.0,Atlantic 10,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,OKLAHOMA STATE,0.0,Big 12,▲33(LW: 33),2011,Outdoor Track,Men,I,FINAL - June 12th
,UC DAVIS,0.0,Big West,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,APPALACHIAN STATE,0.0,SoCon,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,OHIO STATE,0.0,Big Ten,▲45(LW: 45),2011,Outdoor Track,Men,I,FINAL - June 12th
,NORFOLK STATE,0.0,MEAC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,MOUNT ST. MARY'S,0.0,Northeast,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,AUBURN,0.0,SEC,▲37(LW: 37),2011,Outdoor Track,Men,I,FINAL - June 12th
,NORTHEASTERN,0.0,Colonial,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,SOUTH CAROLINA,0.0,SEC,▲11(LW: 11),2011,Outdoor Track,Men,I,FINAL - June 12th
,SAMFORD,0.0,SoCon,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,RUTGERS,0.0,Big East (1st Ed.),▲55(LW: 55),2011,Outdoor Track,Men,I,FINAL - June 12th
,RICE,0.0,Conference USA,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,PROVIDENCE,0.0,Big East (1st Ed.),NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,PORTLAND,0.0,Independent,▲69(LW: 69),2011,Outdoor Track,Men,I,FINAL - June 12th
,PITTSBURGH,0.0,Big East (1st Ed.),NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,IDAHO,0.0,WAC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,LAMAR,0.0,Southland,▲60(LW: 60),2011,Outdoor Track,Men,I,FINAL - June 12th
,IDAHO STATE,0.0,Big Sky,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,INDIANA STATE,0.0,Missouri Valley,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,KENT STATE,0.0,Mid-American,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,COPPIN STATE,0.0,MEAC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,ULM,0.0,Sun Belt,▲40(LW: 40),2011,Outdoor Track,Men,I,FINAL - June 12th
,MORGAN STATE,0.0,MEAC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,SACRAMENTO STATE,0.0,Big Sky,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,COLORADO STATE,0.0,Mountain West,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,BUFFALO,0.0,Mid-American,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,BROWN,0.0,Ivy League,▲27(LW: 27),2011,Outdoor Track,Men,I,FINAL - June 12th
,BOISE STATE,0.0,WAC,▲33(LW: 33),2011,Outdoor Track,Men,I,FINAL - June 12th
,GEORGETOWN,0.0,Big East (1st Ed.),▲40(LW: 40),2011,Outdoor Track,Men,I,FINAL - June 12th
,GEORGE MASON,0.0,Colonial,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,FLORIDA A&M,0.0,MEAC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,CINCINNATI,0.0,Big East (1st Ed.),NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,EASTERN ILLINOIS,0.0,OVC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,GRAMBLING STATE,0.0,SWAC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,DRAKE,0.0,Missouri Valley,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,DEPAUL,0.0,Big East (1st Ed.),▲60(LW: 60),2011,Outdoor Track,Men,I,FINAL - June 12th
,BETHUNE-COOKMAN,0.0,MEAC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,UMES,0.0,MEAC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,MINNESOTA,0.0,Big Ten,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,MICHIGAN,0.0,Big Ten,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,LONG BEACH STATE,0.0,Big West,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,LOUISIANA,0.0,Sun Belt,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,MANHATTAN,0.0,Metro Atlantic,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,LOUISIANA TECH,0.0,WAC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,MIAMI (FLA.),0.0,ACC,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,BUTLER,0.0,Horizon,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
,HARVARD,0.0,Ivy League,NR,2011,Outdoor Track,Men,I,FINAL - June 12th
1.0,TEXAS A&M,49.0,Big 12,◀▶(LW: 1),2011,Outdoor Track,Women,I,FINAL - June 12th
2.0,OREGON,45.0,Pac-12,◀▶(LW: 2),2011,Outdoor Track,Women,I,FINAL - June 12th
3.0,LSU,43.5,SEC,▲3(LW: 6),2011,Outdoor Track,Women,I,FINAL - June 12th
4.0,OKLAHOMA,42.0,Big 12,▲5(LW: 9),2011,Outdoor Track,Women,I,FINAL - June 12th
5.0,ARIZONA,35.0,Pac-12,▲8(LW: 13),2011,Outdoor Track,Women,I,FINAL - June 12th
6.0,SOUTHERN CALIFORNIA,30.0,Pac-12,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
7.0,CLEMSON,28.0,ACC,▲11(LW: 18),2011,Outdoor Track,Women,I,FINAL - June 12th
8.0,STANFORD,25.0,Pac-12,▲6(LW: 14),2011,Outdoor Track,Women,I,FINAL - June 12th
8.0,TEXAS,25.0,Big 12,▲43(LW: 51),2011,Outdoor Track,Women,I,FINAL - June 12th
10.0,SOUTHERN MISS,21.0,Conference USA,▲41(LW: 51),2011,Outdoor Track,Women,I,FINAL - June 12th
11.0,TENNESSEE,20.0,SEC,▲15(LW: 26),2011,Outdoor Track,Women,I,FINAL - June 12th
11.0,VILLANOVA,20.0,Big East (1st Ed.),▲30(LW: 41),2011,Outdoor Track,Women,I,FINAL - June 12th
13.0,KANSAS STATE,19.0,Big 12,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
14.0,ARKANSAS,18.0,SEC,▲1(LW: 15),2011,Outdoor Track,Women,I,FINAL - June 12th
14.0,AUBURN,18.0,SEC,▼2(LW: 12),2011,Outdoor Track,Women,I,FINAL - June 12th
16.0,DUKE,17.0,ACC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
17.0,COLORADO,16.0,Big 12,▲7(LW: 24),2011,Outdoor Track,Women,I,FINAL - June 12th
17.0,UCF,16.0,Conference USA,▲29(LW: 46),2011,Outdoor Track,Women,I,FINAL - June 12th
19.0,ARIZONA STATE,15.0,Pac-12,▲27(LW: 46),2011,Outdoor Track,Women,I,FINAL - June 12th
20.0,FLORIDA STATE,14.0,ACC,◀▶(LW: 20),2011,Outdoor Track,Women,I,FINAL - June 12th
20.0,VIRGINIA TECH,14.0,ACC,▼15(LW: 5),2011,Outdoor Track,Women,I,FINAL - June 12th
20.0,WEST VIRGINIA,14.0,Big East (1st Ed.),▼4(LW: 16),2011,Outdoor Track,Women,I,FINAL - June 12th
23.0,GEORGETOWN,13.0,Big East (1st Ed.),▲23(LW: 46),2011,Outdoor Track,Women,I,FINAL - June 12th
23.0,INDIANA,13.0,Big Ten,▼7(LW: 16),2011,Outdoor Track,Women,I,FINAL - June 12th
23.0,KANSAS,13.0,Big 12,▲28(LW: 51),2011,Outdoor Track,Women,I,FINAL - June 12th
26.0,OHIO STATE,12.0,Big Ten,▲40(LW: 66),2011,Outdoor Track,Women,I,FINAL - June 12th
27.0,MIAMI (FLA.),11.0,ACC,▼16(LW: 11),2011,Outdoor Track,Women,I,FINAL - June 12th
27.0,TCU,11.0,Mountain West,▲19(LW: 46),2011,Outdoor Track,Women,I,FINAL - June 12th
29.0,NORTHWESTERN STATE,10.0,Southland,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
29.0,SOUTHERN ILLINOIS,10.0,Missouri Valley,▼20(LW: 9),2011,Outdoor Track,Women,I,FINAL - June 12th
29.0,VIRGINIA,10.0,ACC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
32.0,NEBRASKA,9.0,Big 12,▼13(LW: 19),2011,Outdoor Track,Women,I,FINAL - June 12th
32.0,UNLV,9.0,Mountain West,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
34.0,FLORIDA,8.0,SEC,▼31(LW: 3),2011,Outdoor Track,Women,I,FINAL - June 12th
34.0,OKLAHOMA STATE,8.0,Big 12,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
34.0,STONY BROOK,8.0,America East,▲17(LW: 51),2011,Outdoor Track,Women,I,FINAL - June 12th
34.0,UCLA,8.0,Pac-12,▼9(LW: 25),2011,Outdoor Track,Women,I,FINAL - June 12th
38.0,BAYLOR,7.0,Big 12,▼18(LW: 20),2011,Outdoor Track,Women,I,FINAL - June 12th
38.0,WICHITA STATE,7.0,Missouri Valley,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
40.0,DARTMOUTH,6.0,Ivy League,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
40.0,GEORGIA,6.0,SEC,▼14(LW: 26),2011,Outdoor Track,Women,I,FINAL - June 12th
40.0,SOUTH CAROLINA,6.0,SEC,▲11(LW: 51),2011,Outdoor Track,Women,I,FINAL - June 12th
40.0,WASHINGTON STATE,6.0,Pac-12,▲1(LW: 41),2011,Outdoor Track,Women,I,FINAL - June 12th
44.0,IOWA STATE,5.0,Big 12,▼36(LW: 8),2011,Outdoor Track,Women,I,FINAL - June 12th
44.0,LOUISVILLE,5.0,Big East (1st Ed.),▼8(LW: 36),2011,Outdoor Track,Women,I,FINAL - June 12th
44.0,MICHIGAN STATE,5.0,Big Ten,▼11(LW: 33),2011,Outdoor Track,Women,I,FINAL - June 12th
44.0,PENN STATE,5.0,Big Ten,▼40(LW: 4),2011,Outdoor Track,Women,I,FINAL - June 12th
44.0,SMU,5.0,Conference USA,▲7(LW: 51),2011,Outdoor Track,Women,I,FINAL - June 12th
44.0,TULANE,5.0,Conference USA,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
44.0,WISCONSIN,5.0,Big Ten,▼3(LW: 41),2011,Outdoor Track,Women,I,FINAL - June 12th
51.0,CAL STATE FULLERTON,4.0,Big West,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
51.0,NORTH DAKOTA STATE,4.0,Summit League,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
51.0,YALE,4.0,Ivy League,▲11(LW: 62),2011,Outdoor Track,Women,I,FINAL - June 12th
54.0,ILLINOIS STATE,3.0,Missouri Valley,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
54.0,NORTH CAROLINA,3.0,ACC,▲12(LW: 66),2011,Outdoor Track,Women,I,FINAL - June 12th
54.0,PRINCETON,3.0,Ivy League,▼21(LW: 33),2011,Outdoor Track,Women,I,FINAL - June 12th
54.0,SACRAMENTO STATE,3.0,Big Sky,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
54.0,TEXAS TECH,3.0,Big 12,▼18(LW: 36),2011,Outdoor Track,Women,I,FINAL - June 12th
54.0,WASHINGTON,3.0,Pac-12,▲12(LW: 66),2011,Outdoor Track,Women,I,FINAL - June 12th
60.0,CAL POLY,2.0,Big West,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
60.0,KENTUCKY,2.0,SEC,▼9(LW: 51),2011,Outdoor Track,Women,I,FINAL - June 12th
60.0,NC STATE,2.0,ACC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
60.0,SAN DIEGO STATE,2.0,Mountain West,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
60.0,WESTERN KENTUCKY,2.0,Sun Belt,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
65.0,CALIFORNIA,1.5,Pac-12,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
66.0,BOSTON UNIVERSITY,1.0,America East,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
66.0,ILLINOIS,1.0,Big Ten,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
66.0,KENT STATE,1.0,Mid-American,▼15(LW: 51),2011,Outdoor Track,Women,I,FINAL - June 12th
66.0,LONG BEACH STATE,1.0,Big West,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
66.0,PURDUE,1.0,Big Ten,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,AKRON,0.0,Mid-American,▲41(LW: 41),2011,Outdoor Track,Women,I,FINAL - June 12th
,ALABAMA,0.0,SEC,▲20(LW: 20),2011,Outdoor Track,Women,I,FINAL - June 12th
,ARKANSAS STATE,0.0,Sun Belt,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,BOSTON COLLEGE,0.0,ACC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,BROWN,0.0,Ivy League,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,BUCKNELL,0.0,Patriot,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,BUFFALO,0.0,Mid-American,▲36(LW: 36),2011,Outdoor Track,Women,I,FINAL - June 12th
,BUTLER,0.0,Horizon,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,BYU,0.0,Mountain West,▲36(LW: 36),2011,Outdoor Track,Women,I,FINAL - June 12th
,CSUN,0.0,Big West,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,CHARLOTTE,0.0,Atlantic 10,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,CINCINNATI,0.0,Big East (1st Ed.),NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,CONNECTICUT,0.0,Big East (1st Ed.),▲62(LW: 62),2011,Outdoor Track,Women,I,FINAL - June 12th
,DAYTON,0.0,Atlantic 10,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,DELAWARE STATE,0.0,MEAC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,DEPAUL,0.0,Big East (1st Ed.),NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,EAST CAROLINA,0.0,Conference USA,▲66(LW: 66),2011,Outdoor Track,Women,I,FINAL - June 12th
,EASTERN KENTUCKY,0.0,OVC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,EASTERN MICHIGAN,0.0,Mid-American,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,FRESNO STATE,0.0,WAC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,GEORGE MASON,0.0,Colonial,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,GEORGIA STATE,0.0,Colonial,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,GEORGIA TECH,0.0,ACC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,HOUSTON,0.0,Conference USA,▲46(LW: 46),2011,Outdoor Track,Women,I,FINAL - June 12th
,INDIANA STATE,0.0,Missouri Valley,▲20(LW: 20),2011,Outdoor Track,Women,I,FINAL - June 12th
,IOWA,0.0,Big Ten,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,JACKSON STATE,0.0,SWAC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
