Rank,Team,Points,Last Year,Change,Year,Season,Gender,Division,Description
14.0,ALABAMA,420.0,SEC,NR,2017,Cross Country,Men,I,FINAL - November 18th
15.0,AIR FORCE,429.0,Mountain West,NR,2017,Cross Country,Men,I,FINAL - November 18th
16.0,VIRGINIA,436.0,ACC,▲2(LW: 18),2017,Cross Country,Men,I,FINAL - November 18th
17.0,NC STATE,455.0,ACC,▲5(LW: 22),2017,Cross Country,Men,I,FINAL - November 18th
18.0,OLE MISS,465.0,SEC,▼14(LW: 4),2017,Cross Country,Men,I,FINAL - November 18th
19.0,BOISE STATE,475.0,Mountain West,◀▶(LW: 19),2017,Cross Country,Men,I,FINAL - November 18th
20.0,VIRGINIA TECH,481.0,ACC,NR,2017,Cross Country,Men,I,FINAL - November 18th
21.0,UCLA,485.0,Pac-12,▼6(LW: 15),2017,Cross Country,Men,I,FINAL - November 18th
22.0,WASHINGTON,488.0,Pac-12,NR,2017,Cross Country,Men,I,FINAL - November 18th
23.0,MIDDLE TENNESSEE,513.0,Conference USA,▲5(LW: 28),2017,Cross Country,Men,I,FINAL - November 18th
24.0,WASHINGTON STATE,539.0,Pac-12,▼10(LW: 14),2017,Cross Country,Men,I,FINAL - November 18th
25.0,MICHIGAN STATE,590.0,Big Ten,▼5(LW: 20),2017,Cross Country,Men,I,FINAL - November 18th
26.0,FURMAN,603.0,SoCon,NR,2017,Cross Country,Men,I,FINAL - November 18th
27.0,UTAH STATE,603.0,Mountain West,NR,2017,Cross Country,Men,I,FINAL - November 18th
28.0,PRINCETON,620.0,Ivy League,NR,2017,Cross Country,Men,I,FINAL - November 18th
29.0,OKLAHOMA STATE,637.0,Big 12,▼17(LW: 12),2017,Cross Country,Men,I,FINAL - November 18th
30.0,TEXAS,759.0,Big 12,◀▶(LW: 30),2017,Cross Country,Men,I,FINAL - November 18th
31.0,NAVY,855.0,Patriot,▼5(LW: 26),2017,Cross Country,Men,I,FINAL - November 18th
1.0,NEW MEXICO,90.0,Mountain West,▲6(LW: 7),2017,Cross Country,Women,I,FINAL - November 18th
2.0,SAN FRANCISCO,105.0,West Coast,▲4(LW: 6),2017,Cross Country,Women,I,FINAL - November 18th
3.0,COLORADO,139.0,Pac-12,◀▶(LW: 3),2017,Cross Country,Women,I,FINAL - November 18th
4.0,STANFORD,165.0,Pac-12,▲1(LW: 5),2017,Cross Country,Women,I,FINAL - November 18th
5.0,OREGON,203.0,Pac-12,▼4(LW: 1),2017,Cross Country,Women,I,FINAL - November 18th
6.0,BOISE STATE,264.0,Mountain West,NR,2017,Cross Country,Women,I,FINAL - November 18th
7.0,FURMAN,271.0,SoCon,NR,2017,Cross Country,Women,I,FINAL - November 18th
8.0,NC STATE,280.0,ACC,▼4(LW: 4),2017,Cross Country,Women,I,FINAL - November 18th
9.0,MICHIGAN,295.0,Big Ten,▼7(LW: 2),2017,Cross Country,Women,I,FINAL - November 18th
10.0,WISCONSIN,318.0,Big Ten,▲4(LW: 14),2017,Cross Country,Women,I,FINAL - November 18th
11.0,BYU,342.0,West Coast,▼1(LW: 10),2017,Cross Country,Women,I,FINAL - November 18th
12.0,VILLANOVA,346.0,Big East,▲9(LW: 21),2017,Cross Country,Women,I,FINAL - November 18th
13.0,ARKANSAS,377.0,SEC,▲6(LW: 19),2017,Cross Country,Women,I,FINAL - November 18th
14.0,UTAH STATE,395.0,Mountain West,NR,2017,Cross Country,Women,I,FINAL - November 18th
15.0,MICHIGAN STATE,395.0,Big Ten,▼7(LW: 8),2017,Cross Country,Women,I,FINAL - November 18th
16.0,PROVIDENCE,400.0,Big East,▼3(LW: 13),2017,Cross Country,Women,I,FINAL - November 18th
17.0,GEORGIA,411.0,SEC,NR,2017,Cross Country,Women,I,FINAL - November 18th
18.0,PENN STATE,443.0,Big Ten,◀▶(LW: 18),2017,Cross Country,Women,I,FINAL - November 18th
19.0,MINNESOTA,488.0,Big Ten,NR,2017,Cross Country,Women,I,FINAL - November 18th
20.0,IOWA STATE,508.0,Big 12,▲9(LW: 29),2017,Cross Country,Women,I,FINAL - November 18th
21.0,WASHINGTON,513.0,Pac-12,▼9(LW: 12),2017,Cross Country,Women,I,FINAL - November 18th
22.0,CALIFORNIA,530.0,Pac-12,NR,2017,Cross Country,Women,I,FINAL - November 18th
23.0,EASTERN KENTUCKY,537.0,Ohio Valley,NR,2017,Cross Country,Women,I,FINAL - November 18th
24.0,INDIANA,562.0,Big Ten,NR,2017,Cross Country,Women,I,FINAL - November 18th
25.0,OLE MISS,571.0,SEC,▼2(LW: 23),2017,Cross Country,Women,I,FINAL - November 18th
26.0,SYRACUSE,582.0,ACC,NR,2017,Cross Country,Women,I,FINAL - November 18th
27.0,EASTERN MICHIGAN,603.0,Mid-American,▼18(LW: 9),2017,Cross Country,Women,I,FINAL - November 18th
28.0,COLUMBIA,672.0,Ivy League,NR,2017,Cross Country,Women,I,FINAL - November 18th
29.0,DARTMOUTH,745.0,Ivy League,NR,2017,Cross Country,Women,I,FINAL - November 18th
30.0,OKLAHOMA STATE,748.0,Big 12,▼13(LW: 17),2017,Cross Country,Women,I,FINAL - November 18th
31.0,TEXAS,788.0,Big 12,NR,2017,Cross Country,Women,I,FINAL - November 18th
1.0,NORTHERN ARIZONA,125.0,Big Sky,NR,2016,Cross Country,Men,I,FINAL - November 19th
2.0,STANFORD,158.0,Pac-12,▲1(LW: 3),2016,Cross Country,Men,I,FINAL - November 19th
3.0,SYRACUSE,164.0,ACC,▼2(LW: 1),2016,Cross Country,Men,I,FINAL - November 19th
4.0,OLE MISS,196.0,SEC,▲26(LW: 30),2016,Cross Country,Men,I,FINAL - November 19th
5.0,ARKANSAS,206.0,SEC,▲1(LW: 6),2016,Cross Country,Men,I,FINAL - November 19th
6.0,COLORADO,223.0,Pac-12,▼4(LW: 2),2016,Cross Country,Men,I,FINAL - November 19th
7.0,BYU,247.0,WCC,▲5(LW: 12),2016,Cross Country,Men,I,FINAL - November 19th
8.0,WISCONSIN,256.0,Big Ten,NR,2016,Cross Country,Men,I,FINAL - November 19th
9.0,OREGON,282.0,Pac-12,▼5(LW: 4),2016,Cross Country,Men,I,FINAL - November 19th
10.0,IONA,319.0,Metro Atlantic,▼5(LW: 5),2016,Cross Country,Men,I,FINAL - November 19th
11.0,TULSA,340.0,American,▲9(LW: 20),2016,Cross Country,Men,I,FINAL - November 19th
12.0,OKLAHOMA STATE,363.0,Big 12,▲6(LW: 18),2016,Cross Country,Men,I,FINAL - November 19th
13.0,PORTLAND,368.0,WCC,NR,2016,Cross Country,Men,I,FINAL - November 19th
14.0,WASHINGTON STATE,370.0,Pac-12,▲12(LW: 26),2016,Cross Country,Men,I,FINAL - November 19th
15.0,UCLA,378.0,Pac-12,▼1(LW: 14),2016,Cross Country,Men,I,FINAL - November 19th
16.0,IOWA STATE,384.0,Big 12,NR,2016,Cross Country,Men,I,FINAL - November 19th
17.0,COLORADO STATE,388.0,Mountain West,NR,2016,Cross Country,Men,I,FINAL - November 19th
18.0,VIRGINIA,476.0,ACC,▲4(LW: 22),2016,Cross Country,Men,I,FINAL - November 19th
19.0,BOISE STATE,478.0,Mountain West,▼3(LW: 16),2016,Cross Country,Men,I,FINAL - November 19th
20.0,MICHIGAN STATE,504.0,Big Ten,▲5(LW: 25),2016,Cross Country,Men,I,FINAL - November 19th
21.0,GEORGETOWN,534.0,Big East,▼11(LW: 10),2016,Cross Country,Men,I,FINAL - November 19th
22.0,NC STATE,543.0,ACC,▲6(LW: 28),2016,Cross Country,Men,I,FINAL - November 19th
23.0,ILLINOIS,564.0,Big Ten,NR,2016,Cross Country,Men,I,FINAL - November 19th
24.0,PROVIDENCE,611.0,Big East,NR,2016,Cross Country,Men,I,FINAL - November 19th
25.0,DARTMOUTH,621.0,Ivy League,NR,2016,Cross Country,Men,I,FINAL - November 19th
26.0,NAVY,622.0,Patriot,NR,2016,Cross Country,Men,I,FINAL - November 19th
27.0,SOUTHERN UTAH,629.0,Big Sky,▼6(LW: 21),2016,Cross Country,Men,I,FINAL - November 19th
28.0,MIDDLE TENNESSEE,697.0,Conference USA,NR,2016,Cross Country,Men,I,FINAL - November 19th
29.0,UTEP,707.0,Conference USA,▼18(LW: 11),2016,Cross Country,Men,I,FINAL - November 19th
30.0,TEXAS,736.0,Big 12,▲1(LW: 31),2016,Cross Country,Men,I,FINAL - November 19th
31.0,CALIFORNIA,776.0,Pac-12,▼8(LW: 23),2016,Cross Country,Men,I,FINAL - November 19th
1.0,OREGON,125.0,Pac-12,▲2(LW: 3),2016,Cross Country,Women,I,FINAL - November 19th
2.0,MICHIGAN,126.0,Big Ten,▲4(LW: 6),2016,Cross Country,Women,I,FINAL - November 19th
3.0,COLORADO,134.0,Pac-12,▼1(LW: 2),2016,Cross Country,Women,I,FINAL - November 19th
4.0,NC STATE,223.0,ACC,▲1(LW: 5),2016,Cross Country,Women,I,FINAL - November 19th
5.0,STANFORD,255.0,Pac-12,▲9(LW: 14),2016,Cross Country,Women,I,FINAL - November 19th
6.0,SAN FRANCISCO,307.0,WCC,▲22(LW: 28),2016,Cross Country,Women,I,FINAL - November 19th
7.0,NEW MEXICO,310.0,Mountain West,▼6(LW: 1),2016,Cross Country,Women,I,FINAL - November 19th
8.0,MICHIGAN STATE,314.0,Big Ten,▲5(LW: 13),2016,Cross Country,Women,I,FINAL - November 19th
9.0,EASTERN MICHIGAN,316.0,Mid-American,NR,2016,Cross Country,Women,I,FINAL - November 19th
10.0,BYU,328.0,WCC,▲13(LW: 23),2016,Cross Country,Women,I,FINAL - November 19th
11.0,NOTRE DAME,338.0,ACC,▼3(LW: 8),2016,Cross Country,Women,I,FINAL - November 19th
12.0,WASHINGTON,352.0,Pac-12,▼2(LW: 10),2016,Cross Country,Women,I,FINAL - November 19th
13.0,PROVIDENCE,399.0,Big East,▼9(LW: 4),2016,Cross Country,Women,I,FINAL - November 19th
14.0,WISCONSIN,451.0,Big Ten,NR,2016,Cross Country,Women,I,FINAL - November 19th
15.0,MISSISSIPPI STATE,459.0,SEC,▲2(LW: 17),2016,Cross Country,Women,I,FINAL - November 19th
16.0,MISSOURI,459.0,SEC,NR,2016,Cross Country,Women,I,FINAL - November 19th
17.0,OKLAHOMA STATE,465.0,Big 12,▼10(LW: 7),2016,Cross Country,Women,I,FINAL - November 19th
18.0,PENN STATE,465.0,Big Ten,▼2(LW: 16),2016,Cross Country,Women,I,FINAL - November 19th
19.0,ARKANSAS,476.0,SEC,▼10(LW: 9),2016,Cross Country,Women,I,FINAL - November 19th
20.0,UTAH,493.0,Pac-12,▲6(LW: 26),2016,Cross Country,Women,I,FINAL - November 19th
21.0,VILLANOVA,505.0,Big East,▲9(LW: 30),2016,Cross Country,Women,I,FINAL - November 19th
22.0,PORTLAND,509.0,WCC,NR,2016,Cross Country,Women,I,FINAL - November 19th
23.0,OLE MISS,514.0,SEC,NR,2016,Cross Country,Women,I,FINAL - November 19th
24.0,PENN,520.0,Ivy League,NR,2016,Cross Country,Women,I,FINAL - November 19th
25.0,AIR FORCE,527.0,Mountain West,NR,2016,Cross Country,Women,I,FINAL - November 19th
26.0,HARVARD,551.0,Ivy League,NR,2016,Cross Country,Women,I,FINAL - November 19th
27.0,BAYLOR,586.0,Big 12,NR,2016,Cross Country,Women,I,FINAL - November 19th
28.0,UCLA,596.0,Pac-12,NR,2016,Cross Country,Women,I,FINAL - November 19th
29.0,IOWA STATE,608.0,Big 12,▼5(LW: 24),2016,Cross Country,Women,I,FINAL - November 19th
30.0,YALE,661.0,Ivy League,NR,2016,Cross Country,Women,I,FINAL - November 19th
31.0,LOUISVILLE,788.0,ACC,NR,2016,Cross Country,Women,I,FINAL - November 19th
1.0,SYRACUSE,82.0,ACC,▲4(LW: 5),2015,Cross Country,Men,I,FINAL - November 21st
2.0,COLORADO,91.0,Pac-12,▼1(LW: 1),2015,Cross Country,Men,I,FINAL - November 21st
3.0,STANFORD,151.0,Pac-12,▼1(LW: 2),2015,Cross Country,Men,I,FINAL - November 21st
4.0,OREGON,183.0,Pac-12,▲2(LW: 6),2015,Cross Country,Men,I,FINAL - November 21st
5.0,IONA,231.0,Metro Atlantic,▲3(LW: 8),2015,Cross Country,Men,I,FINAL - November 21st
6.0,ARKANSAS,244.0,SEC,▲22(LW: 28),2015,Cross Country,Men,I,FINAL - November 21st
7.0,LOUISVILLE,331.0,ACC,NR,2015,Cross Country,Men,I,FINAL - November 21st
8.0,WASHINGTON,345.0,Pac-12,▲12(LW: 20),2015,Cross Country,Men,I,FINAL - November 21st
9.0,MICHIGAN,348.0,Big Ten,▲2(LW: 11),2015,Cross Country,Men,I,FINAL - November 21st
10.0,GEORGETOWN,352.0,Big East,▲7(LW: 17),2015,Cross Country,Men,I,FINAL - November 21st
11.0,UTEP,354.0,Conference USA,▲16(LW: 27),2015,Cross Country,Men,I,FINAL - November 21st
12.0,BYU,406.0,WCC,▲4(LW: 16),2015,Cross Country,Men,I,FINAL - November 21st
13.0,FURMAN,423.0,SoCon,▲17(LW: 30),2015,Cross Country,Men,I,FINAL - November 21st
14.0,UCLA,429.0,Pac-12,▲4(LW: 18),2015,Cross Country,Men,I,FINAL - November 21st
15.0,OKLAHOMA,432.0,Big 12,NR,2015,Cross Country,Men,I,FINAL - November 21st
16.0,BOISE STATE,435.0,Mountain West,NR,2015,Cross Country,Men,I,FINAL - November 21st
17.0,EASTERN KENTUCKY,446.0,OVC,▲6(LW: 23),2015,Cross Country,Men,I,FINAL - November 21st
18.0,OKLAHOMA STATE,450.0,Big 12,▼9(LW: 9),2015,Cross Country,Men,I,FINAL - November 21st
19.0,MINNESOTA,464.0,Big Ten,NR,2015,Cross Country,Men,I,FINAL - November 21st
20.0,TULSA,468.0,American,▲5(LW: 25),2015,Cross Country,Men,I,FINAL - November 21st
21.0,SOUTHERN UTAH,477.0,Big Sky,▲1(LW: 22),2015,Cross Country,Men,I,FINAL - November 21st
22.0,VIRGINIA,480.0,ACC,▼1(LW: 21),2015,Cross Country,Men,I,FINAL - November 21st
23.0,CALIFORNIA,524.0,Pac-12,NR,2015,Cross Country,Men,I,FINAL - November 21st
24.0,PENN,526.0,Ivy League,NR,2015,Cross Country,Men,I,FINAL - November 21st
25.0,MICHIGAN STATE,543.0,Big Ten,▼1(LW: 24),2015,Cross Country,Men,I,FINAL - November 21st
26.0,WASHINGTON STATE,547.0,Pac-12,NR,2015,Cross Country,Men,I,FINAL - November 21st
27.0,VIRGINIA TECH,581.0,ACC,NR,2015,Cross Country,Men,I,FINAL - November 21st
28.0,NC STATE,596.0,ACC,NR,2015,Cross Country,Men,I,FINAL - November 21st
29.0,FLORIDA STATE,598.0,ACC,▲2(LW: 31),2015,Cross Country,Men,I,FINAL - November 21st
30.0,OLE MISS,607.0,SEC,▼1(LW: 29),2015,Cross Country,Men,I,FINAL - November 21st
31.0,TEXAS,833.0,Big 12,▼5(LW: 26),2015,Cross Country,Men,I,FINAL - November 21st
1.0,NEW MEXICO,49.0,Mountain West,▲2(LW: 3),2015,Cross Country,Women,I,FINAL - November 21st
2.0,COLORADO,129.0,Pac-12,▲5(LW: 7),2015,Cross Country,Women,I,FINAL - November 21st
3.0,OREGON,214.0,Pac-12,▲3(LW: 6),2015,Cross Country,Women,I,FINAL - November 21st
4.0,PROVIDENCE,231.0,Big East,▲9(LW: 13),2015,Cross Country,Women,I,FINAL - November 21st
5.0,NC STATE,264.0,ACC,▲11(LW: 16),2015,Cross Country,Women,I,FINAL - November 21st
6.0,MICHIGAN,264.0,Big Ten,▲12(LW: 18),2015,Cross Country,Women,I,FINAL - November 21st
7.0,OKLAHOMA STATE,274.0,Big 12,NR,2015,Cross Country,Women,I,FINAL - November 21st
8.0,NOTRE DAME,276.0,ACC,▲21(LW: 29),2015,Cross Country,Women,I,FINAL - November 21st
9.0,ARKANSAS,276.0,SEC,▼4(LW: 5),2015,Cross Country,Women,I,FINAL - November 21st
10.0,WASHINGTON,297.0,Pac-12,▲13(LW: 23),2015,Cross Country,Women,I,FINAL - November 21st
11.0,BOISE STATE,330.0,Mountain West,◀▶(LW: 11),2015,Cross Country,Women,I,FINAL - November 21st
12.0,SYRACUSE,359.0,ACC,▲12(LW: 24),2015,Cross Country,Women,I,FINAL - November 21st
13.0,MICHIGAN STATE,368.0,Big Ten,▼12(LW: 1),2015,Cross Country,Women,I,FINAL - November 21st
14.0,STANFORD,379.0,Pac-12,◀▶(LW: 14),2015,Cross Country,Women,I,FINAL - November 21st
15.0,VIRGINIA,386.0,ACC,◀▶(LW: 15),2015,Cross Country,Women,I,FINAL - November 21st
16.0,PENN STATE,396.0,Big Ten,NR,2015,Cross Country,Women,I,FINAL - November 21st
17.0,MISSISSIPPI STATE,405.0,SEC,NR,2015,Cross Country,Women,I,FINAL - November 21st
18.0,MINNESOTA,471.0,Big Ten,▲13(LW: 31),2015,Cross Country,Women,I,FINAL - November 21st
19.0,VANDERBILT,474.0,SEC,▲9(LW: 28),2015,Cross Country,Women,I,FINAL - November 21st
20.0,GEORGETOWN,491.0,Big East,▼16(LW: 4),2015,Cross Country,Women,I,FINAL - November 21st
21.0,PRINCETON,524.0,Ivy League,NR,2015,Cross Country,Women,I,FINAL - November 21st
22.0,WEBER STATE,558.0,Big Sky,NR,2015,Cross Country,Women,I,FINAL - November 21st
23.0,BYU,591.0,WCC,NR,2015,Cross Country,Women,I,FINAL - November 21st
24.0,IOWA STATE,591.0,Big 12,▼22(LW: 2),2015,Cross Country,Women,I,FINAL - November 21st
25.0,GONZAGA,615.0,WCC,NR,2015,Cross Country,Women,I,FINAL - November 21st
26.0,UTAH,618.0,Pac-12,NR,2015,Cross Country,Women,I,FINAL - November 21st
27.0,KANSAS,625.0,Big 12,NR,2015,Cross Country,Women,I,FINAL - November 21st
28.0,SAN FRANCISCO,636.0,WCC,NR,2015,Cross Country,Women,I,FINAL - November 21st
29.0,TULSA,646.0,American,NR,2015,Cross Country,Women,I,FINAL - November 21st
30.0,VILLANOVA,667.0,Big East,NR,2015,Cross Country,Women,I,FINAL - November 21st
31.0,TEXAS,828.0,Big 12,NR,2015,Cross Country,Women,I,FINAL - November 21st
1.0,COLORADO,65.0,Pac-12,◀▶(LW: 1),2014,Cross Country,Men,I,FINAL - November 22nd
2.0,STANFORD,98.0,Pac-12,▲17(LW: 19),2014,Cross Country,Men,I,FINAL - November 22nd
3.0,PORTLAND,175.0,WCC,▲4(LW: 7),2014,Cross Country,Men,I,FINAL - November 22nd
4.0,NORTHERN ARIZONA,188.0,Big Sky,▼2(LW: 2),2014,Cross Country,Men,I,FINAL - November 22nd
5.0,SYRACUSE,206.0,ACC,▲5(LW: 10),2014,Cross Country,Men,I,FINAL - November 22nd
6.0,OREGON,221.0,Pac-12,▼1(LW: 5),2014,Cross Country,Men,I,FINAL - November 22nd
7.0,VILLANOVA,230.0,Big East,▲11(LW: 18),2014,Cross Country,Men,I,FINAL - November 22nd
8.0,IONA,270.0,Metro Atlantic,▼2(LW: 6),2014,Cross Country,Men,I,FINAL - November 22nd
9.0,OKLAHOMA STATE,296.0,Big 12,▼6(LW: 3),2014,Cross Country,Men,I,FINAL - November 22nd
10.0,WISCONSIN,335.0,Big Ten,▼1(LW: 9),2014,Cross Country,Men,I,FINAL - November 22nd
11.0,MICHIGAN,365.0,Big Ten,▲10(LW: 21),2014,Cross Country,Men,I,FINAL - November 22nd
12.0,NORTH CAROLINA,380.0,ACC,▲5(LW: 17),2014,Cross Country,Men,I,FINAL - November 22nd
13.0,PROVIDENCE,393.0,Big East,▲3(LW: 16),2014,Cross Country,Men,I,FINAL - November 22nd
14.0,NEW MEXICO,394.0,Mountain West,▼3(LW: 11),2014,Cross Country,Men,I,FINAL - November 22nd
15.0,INDIANA,416.0,Big Ten,▼7(LW: 8),2014,Cross Country,Men,I,FINAL - November 22nd
16.0,BYU,437.0,WCC,▼12(LW: 4),2014,Cross Country,Men,I,FINAL - November 22nd
17.0,GEORGETOWN,444.0,Big East,NR,2014,Cross Country,Men,I,FINAL - November 22nd
18.0,UCLA,454.0,Pac-12,NR,2014,Cross Country,Men,I,FINAL - November 22nd
19.0,COLORADO STATE,468.0,Mountain West,▲7(LW: 26),2014,Cross Country,Men,I,FINAL - November 22nd
20.0,WASHINGTON,479.0,Pac-12,NR,2014,Cross Country,Men,I,FINAL - November 22nd
21.0,VIRGINIA,502.0,ACC,▼8(LW: 13),2014,Cross Country,Men,I,FINAL - November 22nd
22.0,SOUTHERN UTAH,578.0,Big Sky,NR,2014,Cross Country,Men,I,FINAL - November 22nd
23.0,EASTERN KENTUCKY,579.0,OVC,▼8(LW: 15),2014,Cross Country,Men,I,FINAL - November 22nd
24.0,MICHIGAN STATE,583.0,Big Ten,NR,2014,Cross Country,Men,I,FINAL - November 22nd
25.0,TULSA,584.0,American,▲2(LW: 27),2014,Cross Country,Men,I,FINAL - November 22nd
26.0,TEXAS,615.0,Big 12,▼12(LW: 14),2014,Cross Country,Men,I,FINAL - November 22nd
27.0,UTEP,629.0,Conference USA,NR,2014,Cross Country,Men,I,FINAL - November 22nd
28.0,ARKANSAS,647.0,SEC,▼16(LW: 12),2014,Cross Country,Men,I,FINAL - November 22nd
29.0,OLE MISS,685.0,SEC,NR,2014,Cross Country,Men,I,FINAL - November 22nd
30.0,FURMAN,747.0,SoCon,NR,2014,Cross Country,Men,I,FINAL - November 22nd
31.0,FLORIDA STATE,822.0,ACC,NR,2014,Cross Country,Men,I,FINAL - November 22nd
1.0,MICHIGAN STATE,85.0,Big Ten,▲5(LW: 6),2014,Cross Country,Women,I,FINAL - November 22nd
2.0,IOWA STATE,147.0,Big 12,▲11(LW: 13),2014,Cross Country,Women,I,FINAL - November 22nd
3.0,NEW MEXICO,188.0,Mountain West,▲7(LW: 10),2014,Cross Country,Women,I,FINAL - November 22nd
4.0,GEORGETOWN,189.0,Big East,▲1(LW: 5),2014,Cross Country,Women,I,FINAL - November 22nd
5.0,ARKANSAS,209.0,SEC,▲10(LW: 15),2014,Cross Country,Women,I,FINAL - November 22nd
6.0,OREGON,249.0,Pac-12,▲8(LW: 14),2014,Cross Country,Women,I,FINAL - November 22nd
7.0,COLORADO,267.0,Pac-12,◀▶(LW: 7),2014,Cross Country,Women,I,FINAL - November 22nd
8.0,WEST VIRGINIA,277.0,Big 12,▲16(LW: 24),2014,Cross Country,Women,I,FINAL - November 22nd
9.0,IONA,377.0,Metro Atlantic,NR,2014,Cross Country,Women,I,FINAL - November 22nd
10.0,WISCONSIN,382.0,Big Ten,▲11(LW: 21),2014,Cross Country,Women,I,FINAL - November 22nd
11.0,BOISE STATE,392.0,Mountain West,NR,2014,Cross Country,Women,I,FINAL - November 22nd
12.0,FLORIDA STATE,393.0,ACC,▼4(LW: 8),2014,Cross Country,Women,I,FINAL - November 22nd
13.0,PROVIDENCE,401.0,Big East,▼12(LW: 1),2014,Cross Country,Women,I,FINAL - November 22nd
14.0,STANFORD,415.0,Pac-12,▼3(LW: 11),2014,Cross Country,Women,I,FINAL - November 22nd
15.0,VIRGINIA,433.0,ACC,▼6(LW: 9),2014,Cross Country,Women,I,FINAL - November 22nd
16.0,NC STATE,456.0,ACC,NR,2014,Cross Country,Women,I,FINAL - November 22nd
17.0,WILLIAM & MARY,463.0,Colonial,▼5(LW: 12),2014,Cross Country,Women,I,FINAL - November 22nd
18.0,MICHIGAN,474.0,Big Ten,▼14(LW: 4),2014,Cross Country,Women,I,FINAL - November 22nd
19.0,BAYLOR,479.0,Big 12,NR,2014,Cross Country,Women,I,FINAL - November 22nd
20.0,DARTMOUTH,508.0,Ivy League,▼4(LW: 16),2014,Cross Country,Women,I,FINAL - November 22nd
21.0,BOSTON COLLEGE,514.0,ACC,NR,2014,Cross Country,Women,I,FINAL - November 22nd
22.0,NORTH CAROLINA,515.0,ACC,NR,2014,Cross Country,Women,I,FINAL - November 22nd
23.0,WASHINGTON,559.0,Pac-12,▼6(LW: 17),2014,Cross Country,Women,I,FINAL - November 22nd
24.0,SYRACUSE,559.0,ACC,▼2(LW: 22),2014,Cross Country,Women,I,FINAL - November 22nd
25.0,VIRGINIA TECH,574.0,ACC,NR,2014,Cross Country,Women,I,FINAL - November 22nd
26.0,OHIO STATE,577.0,Big Ten,NR,2014,Cross Country,Women,I,FINAL - November 22nd
27.0,UCLA,582.0,Pac-12,NR,2014,Cross Country,Women,I,FINAL - November 22nd
28.0,VANDERBILT,598.0,SEC,▼1(LW: 27),2014,Cross Country,Women,I,FINAL - November 22nd
29.0,NOTRE DAME,609.0,ACC,◀▶(LW: 29),2014,Cross Country,Women,I,FINAL - November 22nd
30.0,TOLEDO,613.0,Mid-American,NR,2014,Cross Country,Women,I,FINAL - November 22nd
31.0,MINNESOTA,663.0,Big Ten,▼11(LW: 20),2014,Cross Country,Women,I,FINAL - November 22nd
1.0,COLORADO,149.0,Pac-12,▲2(LW: 3),2013,Cross Country,Men,I,FINAL - November 23rd
2.0,NORTHERN ARIZONA,169.0,Big Sky,▲2(LW: 4),2013,Cross Country,Men,I,FINAL - November 23rd
3.0,OKLAHOMA STATE,230.0,Big 12,▼2(LW: 1),2013,Cross Country,Men,I,FINAL - November 23rd
4.0,BYU,267.0,WCC,▲2(LW: 6),2013,Cross Country,Men,I,FINAL - November 23rd
5.0,OREGON,274.0,Pac-12,▲15(LW: 20),2013,Cross Country,Men,I,FINAL - November 23rd
6.0,IONA,284.0,Metro Atlantic,▲23(LW: 29),2013,Cross Country,Men,I,FINAL - November 23rd
7.0,PORTLAND,293.0,WCC,▲5(LW: 12),2013,Cross Country,Men,I,FINAL - November 23rd
8.0,INDIANA,306.0,Big Ten,▲10(LW: 18),2013,Cross Country,Men,I,FINAL - November 23rd
9.0,WISCONSIN,326.0,Big Ten,▼7(LW: 2),2013,Cross Country,Men,I,FINAL - November 23rd
10.0,SYRACUSE,329.0,ACC,▲5(LW: 15),2013,Cross Country,Men,I,FINAL - November 23rd
11.0,NEW MEXICO,334.0,Mountain West,▲10(LW: 21),2013,Cross Country,Men,I,FINAL - November 23rd
12.0,ARKANSAS,340.0,SEC,▼2(LW: 10),2013,Cross Country,Men,I,FINAL - November 23rd
13.0,VIRGINIA,370.0,ACC,▲1(LW: 14),2013,Cross Country,Men,I,FINAL - November 23rd
14.0,TEXAS,376.0,Big 12,▼5(LW: 9),2013,Cross Country,Men,I,FINAL - November 23rd
15.0,EASTERN KENTUCKY,380.0,OVC,▲9(LW: 24),2013,Cross Country,Men,I,FINAL - November 23rd
16.0,PROVIDENCE,396.0,Big East,NR,2013,Cross Country,Men,I,FINAL - November 23rd
17.0,NORTH CAROLINA,403.0,ACC,NR,2013,Cross Country,Men,I,FINAL - November 23rd
18.0,VILLANOVA,415.0,Big East,▲9(LW: 27),2013,Cross Country,Men,I,FINAL - November 23rd
19.0,STANFORD,417.0,Pac-12,▼3(LW: 16),2013,Cross Country,Men,I,FINAL - November 23rd
20.0,AIR FORCE,419.0,Mountain West,NR,2013,Cross Country,Men,I,FINAL - November 23rd
21.0,MICHIGAN,433.0,Big Ten,▲2(LW: 23),2013,Cross Country,Men,I,FINAL - November 23rd
22.0,PRINCETON,469.0,Ivy League,▼11(LW: 11),2013,Cross Country,Men,I,FINAL - November 23rd
23.0,NOTRE DAME,484.0,ACC,▲5(LW: 28),2013,Cross Country,Men,I,FINAL - November 23rd
24.0,DARTMOUTH,551.0,Ivy League,NR,2013,Cross Country,Men,I,FINAL - November 23rd
25.0,COLUMBIA,580.0,Ivy League,▼8(LW: 17),2013,Cross Country,Men,I,FINAL - November 23rd
26.0,COLORADO STATE,606.0,Mountain West,NR,2013,Cross Country,Men,I,FINAL - November 23rd
27.0,TULSA,628.0,Conference USA,▼20(LW: 7),2013,Cross Country,Men,I,FINAL - November 23rd
